	Sequences	ChIP Score	BHLHE40_GM12878_1	BHLHE40_FB_1	BHLHE40_GM12878_5	BHLHE40_GM12878_4	BHLHE40_GM12878_3	BHLHE40_GM12878_2
172	chr16:15068479-15068979	131	2.5627924767087294e-12	4.6798209040625794e-05	1.7475756076603748e-10	1.633663359236763e-06	9.896297683391663e-17	9.022067211374814e-29
173	chr17:64196722-64197222	403	0.12964825876982075	0.07784238095675967	1.2712827925824075e-10	1.4113947536427915e-14	7.835584058169396e-06	1.0
174	chr2:174862010-174862510	265	0.09906522394253614	0.018454503290258894	1.747575607660381e-10	1.1096266693134287e-13	5.740122220913145e-06	4.51326281831828e-18
175	chr13:30767597-30768097	112	1.1403968132476898e-08	0.059032774712345304	9.536184830060993e-11	5.063022364953669e-14	2.6135347050839196e-07	2.784341893357715e-18
176	chr22:45059982-45060482	225	0.04253952912803925	0.3116394621946856	0.5456808156545454	2.827754168419225e-10	3.023490232159364e-13	3.3290642551139046e-26
177	chr5:131991634-131992134	93	0.1630430476882761	0.1204703219376909	3.385672014084197e-20	9.74949146279785e-07	1.1632159599418234e-09	2.652763225737168e-25
178	chr11:108534228-108534728	135	2.320563664394513e-05	0.002119942267103491	1.8975515422756936e-10	1.9026539571716075e-19	0.00029186832106016	2.9329310847347874e-35
179	chr18:55212422-55212922	135	4.981164894564648e-08	0.0051611201674385335	5.753355449155797e-11	5.458311702988682e-14	5.662629252921134e-13	1.4122083648394553e-28
180	chr21:43832592-43833092	91	0.4855533918071352	0.20838090843410975	2.151349404489249e-10	1.5783537648762324e-14	4.0097879741355294e-08	1.6494110275311017e-19
181	chr16:84982631-84983131	91	0.0007854732994940795	0.00950789202345691	5.337131738940627e-30	1.4523564278833492e-30	1.7181029119591047e-16	6.047203962208184e-46
182	chr8:41997413-41997913	80	0.009621293242850076	1.1270982204596211e-06	1.427834101445011e-19	8.335880907633184e-09	1.8461545541948774e-17	1.8166367713125854e-16
183	chr20:62578936-62579436	87	0.019274673053953667	0.015553793129201571	1.9373536682724076e-10	5.397814373245929e-11	3.257827981523042e-07	9.775371989470602e-30
184	chr7:1136116-1136616	78	0.011261463535941133	0.05063023342503922	5.753355449155797e-11	1.5760972121372684e-09	2.910949413053882e-06	2.1623512708835746e-19
185	chr12:54371784-54372284	114	2.127598863047983e-14	3.962155751956654e-06	8.43740640196166e-20	9.81081779435647e-16	0.00316566173578223	6.817858795998833e-20
186	chr2:217356924-217357424	72	2.8720098019800987e-08	0.004548403793860541	2.151349404489249e-10	5.272585441973925e-11	2.1783967877658537e-07	3.594104550864988e-15
187	chr7:102714675-102715175	72	0.022053392419380407	8.554392983551645e-05	8.587616043814395e-11	6.690710754668944e-23	2.406286575663001e-15	8.450148716335966e-30
188	chr8:42596883-42597383	101	0.0003107935865513532	0.0004993626689700076	6.329092740412555e-20	3.243228536578987e-11	2.854429716218967e-05	9.171544892075649e-20
189	chr1:168132864-168133364	124	0.48150050042164233	0.5233739009928021	2.329718685560721e-10	4.9237806076526675e-14	0.008038672541813518	5.172051338208637e-24
190	chr22:50699952-50700452	161	0.8030702949912601	0.6017338262735366	1.1708049817139582e-10	1.9555125354719536e-06	1.6818899660223686e-21	4.292583796443753e-22
191	chr20:62634648-62635148	146	0.001168228113376583	0.0011533386983550939	5.753355449155776e-11	5.204927593941091e-18	3.427226745294889e-10	1.210696266768131e-26
192	chr4:1019847-1020347	102	0.15149620992044618	0.01212744510507295	3.05402050448955e-20	6.00732980331552e-12	4.735345478645432e-18	1.9521425100290636e-08
193	chr17:27309246-27309746	187	1.055999845897894e-06	0.00268875146393593	1.0	5.004498545570538e-13	5.517392813783952e-07	8.910250321874883e-28
194	chr17:72726706-72727206	111	1.3482843696137158e-06	2.1875818550025106e-07	3.942505110627179e-10	1.5720344483303324e-12	0.002628528116603027	3.2783247421895857e-21
195	chr5:43065803-43066303	77	0.0016407293717885655	1.6725526065224892e-06	4.6860973273166904e-11	8.769544633152971e-11	0.08176337053525017	3.0448021786059828e-27
196	chr5:14143199-14143699	83	0.0014079152956492638	1.3950420206281353e-05	6.077022857366943e-20	3.6331833224554323e-09	2.1390409827613918e-16	1.5767939617116473e-15
197	chr2:191380460-191380960	131	0.0018010605428164712	0.00022804654851438274	4.6860973273166904e-11	1.429319055338354e-17	2.4890178661199252e-05	5.202529211443576e-33
198	chr7:100800023-100800523	146	0.1640518958727656	0.010959718016358682	8.587616043814395e-11	1.3778271608828364e-12	7.968577765999401e-07	0.0011347309398812436
199	chr1:235812547-235813047	95	0.00026916476405604636	0.00019491046459416646	6.388858173940766e-11	1.0284533894220797e-06	1.0999492568028065e-15	2.31525581092688e-26
200	chr9:21396094-21396594	97	0.00029185108615537605	0.0006205376144615406	3.942505110627165e-10	1.072191250330232e-11	4.638963961779341e-08	1.2881823656663893e-28
201	chr12:58158470-58158970	86	0.1485435735615781	0.13107476609743926	1.0	1.3381107379179441e-10	1.6797238121954148e-16	8.55412669839401e-23
202	chr1:211760468-211760968	126	0.005599320440938236	0.005500139725431415	1.3709675030680377e-19	2.2534385561160603e-15	4.5380132160945235e-05	7.520979919195267e-33
203	chr18:2846656-2847156	204	8.723174003590013e-05	0.0008615882423003515	1.747575607660381e-10	1.929318348128376e-06	2.088483101803645e-13	1.6661826999776627e-15
204	chr20:19717742-19718242	117	0.0001667721557004209	0.0001044070950999555	4.071359547596493e-20	3.1087780122238496e-19	1.115021708631862e-06	1.393339070999481e-26
205	chr4:186176953-186177453	280	0.01964415697900681	0.04461952799459505	3.62164172621166e-10	5.899906081241201e-25	0.00019823273035845417	1.3413868269202828e-34
206	chr4:185771997-185772497	139	0.0789910699578558	0.027526659784269426	8.43740640196166e-20	1.388553991247865e-21	1.7724669748845372e-13	2.6980637244855488e-27
207	chr11:119130837-119131337	153	0.39712940811309594	0.20838090843410975	5.753355449155797e-11	2.1717154428709725e-22	7.458534772541036e-10	4.1017110168369797e-25
208	chr11:76383849-76384349	152	0.00045014780508429564	0.0001994885394588898	5.753355449155797e-11	2.2259514227183908e-11	2.6447115482302966e-07	1.3643863963243798e-29
209	chr16:710836-711336	262	0.0371708231100665	0.016540488030819936	6.329092740412511e-20	1.3454728787309057e-10	1.5395697081504042e-24	3.8016973789845585e-23
210	chr12:103386047-103386547	72	2.353790991852654e-10	0.002891365773355419	3.110126859296269e-20	5.223609628420161e-19	0.024476709006625307	2.6832998902738284e-23
211	chr15:93579066-93579566	77	0.0027664557323536783	0.0005890962485300378	3.942505110627165e-10	1.669159859629833e-10	8.222404935918075e-14	3.351606425064123e-23
212	chr2:48009567-48010067	134	7.838495488730557e-05	0.0005454233305293388	1.0571767299142111e-10	3.677544168628042e-09	1.5093090282819648e-06	6.577716760981823e-30
213	chr1:161688318-161688818	139	0.033622157722438234	0.00906969744444144	1.0	3.776419775351559e-12	0.025647516044093776	3.4791120616832603e-19
214	chr1:59118142-59118642	88	0.051128716830254106	0.01212744510507295	1.2712827925824075e-10	9.784375754770656e-18	9.122465100426009e-08	1.5314454843047012e-32
215	chr19:2512028-2512528	85	1.1496883085017517e-06	0.0009159954717586301	6.388858173940766e-11	1.8423475880937778e-13	0.0002623039951746964	1.1794387262497326e-24
216	chr19:1015724-1016224	73	0.4246384945455413	0.08832854347269148	6.329092740412511e-20	4.6977038013068975e-06	1.0119833766148517e-06	7.49418115553204e-23
217	chr9:133001937-133002437	88	6.77927138725332e-06	0.0017582743388469926	2.329718685560721e-10	3.736020324196739e-09	3.2125765156205396e-07	2.1085624951874385e-33
218	chr7:151215917-151216417	134	6.116417065250247e-13	0.0003239147544707986	5.753355449155797e-11	1.8915056527916356e-07	1.8376892104032975e-15	3.452933556048337e-30
219	chr10:120789784-120790284	87	0.00030976306422178236	0.0024616880725013965	1.1708049817139582e-10	2.2851975472220708e-05	4.3523556545488446e-17	2.6820164019654236e-22
220	chr12:27486889-27487389	213	7.58944985723772e-05	0.0013169117598977869	1.9373536682724076e-10	3.1550301535137437e-15	3.110692272657188e-05	4.511146128991443e-38
221	chr16:335305-335805	87	0.03687860432953722	0.015553793129201571	5.753355449155797e-11	1.2504042669426112e-06	1.712599253158027e-16	4.821613882787256e-25
222	chr8:144217613-144218113	82	1.548705083458963e-07	0.0076386854864872854	3.139495694245853e-11	8.931257223506533e-14	2.920088253774345e-06	4.931297633134735e-29
223	chr13:111607502-111608002	93	0.0025533808544933615	0.026190229169255903	5.753355449155776e-11	7.482456123489236e-10	1.3072385398565601e-08	1.556193438314427e-17
224	chr1:2507878-2508378	206	0.06425411828374572	0.03393656422600605	2.329718685560721e-10	1.424773008065543e-10	9.661201305291212e-09	2.4914792037390048e-29
225	chr3:122785866-122786366	88	0.009009361687204454	0.003670239682525243	1.747575607660381e-10	4.89463070014779e-05	1.6924317131145186e-16	2.0398943218359296e-27
226	chr6:4134424-4134924	183	0.0005725202113336067	0.00031770340583004634	8.587616043814364e-11	3.789131311830104e-12	2.914420722198002e-05	2.0155877194026786e-25
227	chrX:18701140-18701640	139	0.00033655150267864733	0.0010878923817992197	2.151349404489249e-10	4.324123219044027e-12	1.7699281545821058e-05	1.1145446892793346e-23
228	chr14:51296629-51297129	106	4.537859855797589e-12	0.003598339411096498	1.747575607660381e-10	1.0213922681691487e-09	3.367389347872415e-17	2.981312275329858e-22
229	chr11:45792590-45793090	97	0.15149620992044618	0.1204703219376909	5.753355449155776e-11	1.46609999782979e-12	5.424995043410011e-06	0.033630650089356826
230	chr15:40845453-40845953	92	0.2126928880749337	0.12407900759449447	3.477401968034322e-10	2.4126173973135978e-11	2.3975612031651687e-05	3.405566244358933e-19
231	chr19:19303876-19304376	94	0.1398765928109928	0.2100073157010749	1.2712827925824075e-10	1.2022648466446823e-08	1.2826838418760337e-13	1.1504455420305067e-25
232	chr22:42310151-42310651	95	0.9116982145527966	0.35735630231476184	3.385672014084197e-20	8.588958734030527e-05	3.344886911597532e-24	3.69132179547932e-24
233	chr6:160209885-160210385	137	0.3087142284223605	0.042270849731304766	4.071359547596493e-20	6.586238616122357e-10	7.069501776245563e-11	1.0110735581274117e-23
234	chr8:103613083-103613583	98	0.0021337916460131396	5.203401359788477e-05	5.753355449155797e-11	1.4354474003611133e-11	6.531192409306351e-08	1.201591820858065e-13
235	chr6:31132819-31133319	80	4.696422303412111e-06	0.00031371031659594795	1.2593904066243603e-19	3.82754324368523e-11	1.97927317020879e-14	9.431617491128416e-29
236	chr21:40233868-40234368	182	0.05816807495299591	0.027488047552940806	1.2712827925824075e-10	4.9801603092742383e-14	1.4669081561777496e-14	1.576910796862887e-23
237	chr14:96134531-96135031	133	0.009320289288614014	0.011552440813794732	1.747575607660381e-10	1.0965522808825073e-10	2.774881107549518e-05	1.5868535069887244e-23
238	chr6:33397975-33398475	92	0.005515175880338379	0.046350721140854145	2.151349404489249e-10	5.240512379931164e-11	4.017520172030154e-06	2.972042714275502e-29
239	chr19:6424155-6424655	74	0.8030702949912601	1.0	2.0460702273705647e-20	1.6642098614202914e-07	4.709309727321874e-18	1.8893012993368692e-22
240	chr9:117381306-117381806	115	0.004161793736653427	1.6640466830569576e-05	1.7796808593935836e-10	1.3054563278577619e-18	8.159550311368645e-05	1.0
241	chr3:14728854-14729354	81	0.019498123116572855	0.07784238095675967	9.536184830061028e-11	1.4664307421038288e-15	1.364577987832084e-09	2.703130992045688e-23
242	chr14:76032702-76033202	114	0.0008758412412453367	0.0013825120593027717	1.9373536682724076e-10	1.3185533593079576e-10	4.993738795817737e-14	6.859037770718685e-17
243	chr15:96875423-96875923	93	0.10977327878953982	0.08153897884038099	5.753355449155797e-11	5.659886228619667e-09	1.0121356903494415e-13	6.422929262838671e-26
244	chrX:129304626-129305126	72	1.72625403635666e-14	7.604658223724112e-07	6.889825764408426e-20	6.878697005872778e-11	3.7982441143806214e-05	8.503879226257177e-26
245	chr1:201476238-201476738	213	0.014175229309012684	0.042270849731304766	1.7475756076603748e-10	2.643415413311579e-06	2.9546404901514575e-15	8.143557053732357e-21
246	chr16:2185943-2186443	115	0.00028702950338275844	0.00023759940721082163	1.1708049817139582e-10	0.00012023291256895326	7.946324421213884e-20	1.3104385686498216e-22
247	chr17:2170078-2170578	356	0.011842368681568748	0.005500139725431415	8.587616043814364e-11	2.5827405067601615e-17	0.0003535334046846716	5.590778311478605e-27
248	chr18:33877171-33877671	135	0.4657665088812672	0.05315027243299096	8.587616043814364e-11	1.8198693262894022e-06	3.0987607498632607e-17	5.321193280849134e-26
249	chr11:350648-351148	74	4.103984174383273e-05	0.00010714400943902994	3.477401968034322e-10	6.146222724256269e-10	0.0011563339269826337	1.3792990993178924e-23
250	chr3:72397042-72397542	307	0.011207854202608242	1.0176576816994636e-05	0.3292192580358966	9.264296069817453e-08	8.73266150956096e-12	1.948328540897185e-23
251	chr2:96822172-96822672	88	0.0002962930110435927	0.0006152361081427285	8.587616043814364e-11	1.3906564535448773e-12	0.0008879029791610455	3.268186165963241e-18
252	chr17:41321638-41322138	99	2.9667113207424477e-07	1.0890013816917575e-06	3.316114789559315e-20	6.215497024228252e-10	2.2945096948921367e-11	9.398495771117681e-28
253	chr16:1926359-1926859	99	0.0005870488844655309	0.0002784733581689227	3.942505110627165e-10	3.5947231372905973e-12	0.011716405886943542	0.0017804006101573514
254	chr1:64660018-64660518	81	1.4979969049325725e-08	0.0016085552024325187	1.7796808593935836e-10	6.5764646256468925e-16	1.1678533234097821e-05	1.3812529601452133e-24
255	chr12:113500298-113500798	94	0.0407709728029898	0.024224729461717907	5.753355449155776e-11	4.679232142992601e-11	5.393052112016842e-11	5.105674939350667e-25
256	chr3:130498282-130498782	115	0.11013847344328942	0.024224729461717907	4.6860973273166904e-11	2.6653222866758746e-16	0.00010763889168912227	3.8736712508690957e-17
257	chr1:207584884-207585384	81	0.07942765823968795	0.5233739009928021	1.8975515422756936e-10	2.1795685248043927e-07	0.03297507060580097	1.0
258	chr1:2370764-2371264	114	0.021141505759565648	0.02584829446189576	2.151349404489249e-10	7.27938665207768e-11	9.86720681873563e-06	2.481950429480498e-16
259	chr4:3304003-3304503	103	0.00019632504020367916	0.00019832057489064606	5.753355449155776e-11	2.2577788649147389e-10	1.2673176559128338e-17	8.171059710896936e-24
260	chr16:53583822-53584322	677	0.14989724070960037	0.10616836104805147	4.071359547596522e-20	3.5750554001537577e-13	2.2564967160805906e-05	3.023172339525639e-26
261	chr4:79554983-79555483	106	4.908813454385061e-05	8.402001540612474e-05	4.6860973273166904e-11	7.014415373002558e-14	0.001067591242534573	4.544013572433995e-32
262	chr1:205638675-205639175	108	3.6433489365040256e-07	9.157895092300536e-05	1.7475756076603748e-10	1.7969907015594247e-10	1.8085627470249836e-13	3.013951114444607e-22
263	chr19:45934220-45934720	85	0.08844893635798966	0.02785167376858033	3.110126859296291e-20	5.4085467538977464e-14	1.1069501045276554e-06	6.288078250956627e-23
264	chr17:8026543-8027043	233	0.2546196705966135	0.1204703219376909	1.747575607660381e-10	1.4319387536037637e-12	6.559809287089899e-14	4.522133522252051e-23
265	chr6:90571864-90572364	88	5.388080805163481e-08	1.4933592799053539e-05	3.62164172621166e-10	3.6852477588446143e-16	0.032424424460571845	2.3241446064930327e-39
266	chr7:77325238-77325738	156	7.237220924485129e-09	0.0013592875811905142	7.481106653100382e-20	4.0021475001448473e-13	4.5521693253546724e-07	4.673037408050126e-31
267	chr8:144360752-144361252	251	0.008310322109810024	0.023087004906576423	1.0	0.0031327417037544996	1.0234941251765674e-14	7.05904071200161e-24
268	chr3:46543272-46543772	125	0.09577939741909969	0.04316431776884954	6.077022857366943e-20	4.189225741977338e-21	3.6325391518590174e-09	9.545822930295379e-30
269	chr1:211503235-211503735	73	4.634645655728144e-06	1.524768659829137e-05	1.7796808593935836e-10	1.9630483018774062e-20	3.565406089351765e-06	2.531591528433751e-32
270	chr17:48075591-48076091	87	3.989912176442172e-05	2.0646890619017404e-05	1.7475756076603748e-10	4.4920741382205165e-10	1.009733152577107e-06	3.484447050361798e-33
271	chr9:1018125-1018625	88	0.42413020310862426	1.0	1.7475756076603748e-10	9.145691476312763e-15	3.420063063252327e-05	1.1501761634491292e-26
272	chr6:33601227-33601727	85	2.007353708690035e-12	0.0047678448320674655	3.942505110627179e-10	0.0009754485316668273	3.3459689342521295e-15	2.259666575537985e-25
273	chr14:103557331-103557831	104	4.5912561147571734e-11	0.011975020014256984	5.753355449155797e-11	4.7518127140435866e-08	2.5689397245986352e-12	2.9384391280341012e-24
274	chr3:142527298-142527798	78	2.034423514601089e-06	1.3080987691598663e-05	1.747575607660381e-10	5.40119134123844e-20	0.014707172301902145	7.430647230135372e-35
275	chr6:150381125-150381625	109	0.5281358378636571	0.35735630231476184	6.329092740412511e-20	5.2709196508707185e-20	3.886453161190891e-10	9.349805693192368e-27
276	chr12:4676685-4677185	82	0.0027312051032365495	0.0010359643163317751	1.0	1.7474627576942636e-11	5.041026539117849e-06	5.434080463037961e-25
277	chr19:49136661-49137161	96	0.0012491686951107916	0.0037855597563865246	5.753355449155797e-11	2.22677863513664e-13	4.712139427976485e-10	2.7033462496614164e-29
278	chr17:63557950-63558450	112	0.12964825876982075	0.07784238095675967	6.329092740412555e-20	1.1480035969553756e-12	1.1845990795071112e-06	9.520681047575701e-27
279	chr12:125406566-125407066	384	0.24791922648714432	0.17877142143239375	7.481106653100382e-20	1.525257720255332e-26	5.384153436604251e-08	3.846574450383519e-20
280	chr16:88703498-88703998	271	3.121030557714333e-06	2.700865668718989e-05	5.753355449155797e-11	3.614764313232164e-10	6.98028650920778e-14	1.2155296474618419e-20
281	chr5:171431612-171432112	168	0.022053392419380407	0.00014216240819513108	7.481106653100382e-20	4.035402566435525e-18	7.674461314996511e-07	1.0
282	chr1:206917985-206918485	125	0.033622157722438234	0.015553793129201571	5.753355449155797e-11	1.422293805936471e-13	5.602463544666375e-14	4.372778807601376e-27
283	chr14:55538581-55539081	123	0.0010006066604381022	0.002407308111409828	3.62164172621166e-10	2.785836014812947e-12	2.038269773204428e-07	5.603449718120301e-19
284	chr11:18719860-18720360	77	2.5869436128969394e-09	0.00030467524410774077	9.536184830060993e-11	1.1047281065250366e-08	2.823361329470012e-10	1.3256389596875296e-29
285	chr9:93953946-93954446	85	0.14989724070960037	0.0724910677719714	6.889825764408426e-20	5.5021171687969914e-11	3.4140493504283595e-10	5.5956146551817605e-30
286	chr19:18315140-18315640	81	3.656606443050856e-14	5.205022496165052e-07	3.942505110627165e-10	1.95889405042898e-11	6.629567418556184e-05	5.114407791678252e-14
287	chr7:2749050-2749550	159	0.18601956952205667	0.0736877559691941	2.329718685560721e-10	2.1954276931641283e-08	1.9266184962997842e-23	3.528092432143344e-30
288	chr1:2481753-2482253	105	0.0009609842496994216	0.0033621853003269492	3.942505110627179e-10	3.466311419186234e-08	0.010250103421940123	1.809991091355542e-25
289	chr15:91207761-91208261	92	0.07942765823968795	0.5233739009928021	1.170804981713954e-10	1.7984204660621335e-10	0.008038672541813518	2.0541725569810447e-20
290	chr17:27224117-27224617	122	0.0001119224204625318	0.0011402167741578438	1.0571767299142111e-10	7.521406186064927e-09	2.0481861099287305e-15	1.2779169139133235e-25
291	chr22:50972744-50973244	94	0.13734205795608362	0.12407900759449447	6.388858173940766e-11	1.0345277777063193e-13	2.3757891991698267e-05	5.249295589412501e-21
292	chr19:6753637-6754137	274	1.8582285889387793e-06	9.195546976133245e-06	6.329092740412555e-20	1.0915749880856992e-08	2.17574439044134e-15	4.723247875109563e-30
293	chr8:103819007-103819507	134	0.018536982611137336	0.0076386854864872854	8.587616043814395e-11	4.9921674994200343e-05	3.060744212821021e-14	4.9563630274318355e-24
294	chr3:15201237-15201737	81	0.005546264750545771	0.02277964410459762	7.481106653100382e-20	4.328664396747687e-15	0.0026568310768585726	9.625401688477358e-31
295	chr3:170048873-170049373	87	0.0016979474330360992	5.210424813677929e-05	1.0	4.593211495390857e-13	0.000474084716602936	2.4777023788426667e-22
296	chr1:155036719-155037219	167	0.0015617595197487543	5.493352302846281e-07	8.587616043814395e-11	1.3308575296790112e-14	1.5721360602805666e-08	1.177597777335073e-18
297	chr20:21510456-21510956	102	0.00010406566704855192	0.00041382727734119403	6.329092740412555e-20	1.57606961392724e-17	0.00010014190244839623	2.229034523532144e-31
298	chr17:42236792-42237292	205	0.0008817501082255901	0.0038151059463114264	8.587616043814395e-11	9.17097450178004e-14	0.00012905309546593628	1.193582227653188e-34
299	chr2:42980262-42980762	163	0.020115780640861173	0.005500139725431415	3.62164172621166e-10	7.183461975993279e-10	1.0083816654900557e-16	7.938963581322119e-19
300	chr2:70352013-70352513	99	1.5335136471667008e-06	0.0001587244594280184	3.942505110627179e-10	9.300496144392974e-07	0.008038672541813518	3.6164490428363215e-21
301	chr3:189343302-189343802	72	0.07202089439780753	0.0717332413172795	1.8975515422756936e-10	3.576558620448955e-16	9.258634958837581e-05	7.487218144174282e-26
302	chr4:154605080-154605580	268	0.9999999999999982	0.5938777025845896	1.1708049817139623e-10	1.0433211068296855e-08	8.031791798994634e-24	1.8231980456119287e-33
303	chr11:109957666-109958166	165	0.03029991972476242	0.007071732082547651	5.753355449155797e-11	1.2912264395606458e-16	1.318294038979251e-09	3.9429736792526403e-35
304	chr6:30104308-30104808	80	0.005678052141463261	3.0668750051468095e-06	0.17964863325421196	9.697324468949118e-14	1.2264256938387133e-07	2.525945505036011e-32
305	chr16:447131-447631	92	0.3386144927066568	0.0724910677719714	3.942505110627165e-10	2.1543219059035855e-06	1.7321630658405556e-14	1.902818650810544e-23
306	chr1:200591380-200591880	74	3.6816278709194666e-08	6.9996908275431e-05	6.388858173940766e-11	2.0974563546784025e-15	2.327057331031558e-05	2.8601008789358705e-19
307	chr8:21924312-21924812	106	0.7519455784699421	0.5938777025845896	3.05402050448955e-20	3.264464899244296e-06	9.403626444719295e-16	1.1339583582886365e-12
308	chr2:218910937-218911437	95	0.0005085764431609512	1.0500076918220312e-06	1.8975515422756936e-10	1.6170587589864314e-21	5.34575477159901e-06	1.8006144102801015e-31
309	chr11:103769590-103770090	77	0.0001393681489162167	0.0006771493182852716	1.1923142019752463e-10	1.031258316557649e-14	5.794768532478655e-07	1.9067277675093452e-21
310	chr7:151105794-151106294	108	1.5137293766480156e-06	3.8868475075147856e-05	0.5456808156545454	5.801401730992875e-11	7.505140929301139e-15	6.470349389630274e-23
311	chr13:36871745-36872245	74	7.045930586643326e-13	0.0017543548961399364	6.329092740412511e-20	8.062975279789733e-07	1.9211152263421515e-17	6.689347057553846e-26
312	chr5:1134524-1135024	521	0.019274673053953667	0.00906969744444144	9.536184830060993e-11	1.3257402314465211e-10	0.016698846492984636	2.9084673408573516e-26
313	chr10:8090468-8090968	136	0.0003068334040971835	0.00027155047152585635	6.889825764408426e-20	0.0001593964098246499	5.8355900435807e-07	1.1925504684395596e-24
314	chr19:42757524-42758024	110	0.6038651575192313	0.8812822887861423	1.1708049817139582e-10	3.4981819831282704e-10	1.5870799543779033e-14	1.72184537895973e-08
315	chr1:145502303-145502803	74	9.487648284441075e-05	0.00041382727734119403	1.0	1.747253542769162e-10	3.916676256016399e-07	5.139716329513139e-27
316	chr5:180596342-180596842	147	0.0015195113711929072	9.05403220170553e-05	2.329718685560721e-10	7.525960945417731e-13	5.6138272215194005e-06	6.778552531563669e-27
317	chr20:62611499-62611999	86	0.34737668205578887	0.22817277409749137	1.747575607660381e-10	2.5208608680674816e-12	2.3678755066139274e-13	8.740254471746378e-13
318	chr12:98896609-98897109	98	0.0012052431321884596	0.026197059898226217	1.1708049817139582e-10	4.614383355398811e-13	0.00010343149315484844	0.004954651110952782
319	chr20:37520841-37521341	233	0.394364855458866	0.11941967487975345	9.536184830061028e-11	2.9802475706223495e-12	4.142177269652488e-09	4.490008932656964e-22
320	chr10:124802825-124803325	149	0.0002720962104717747	0.00234345599766938	0.49140168849754784	1.5392707556051182e-15	4.7307352887291605e-14	9.874406827685178e-29
321	chr21:44818402-44818902	77	0.0002659726428428121	0.008691335277622834	1.9373536682724076e-10	2.1471459874844736e-08	4.7110530353385084e-05	2.872723106747118e-25
322	chr8:42034521-42035021	101	7.78486126190087e-05	0.0010985295861244276	6.889825764408426e-20	2.4138003870465396e-13	1.4355447590640615e-16	8.876830363482662e-23
323	chr19:39356076-39356576	130	0.48150050042164233	0.5233739009928021	0.17964863325421196	1.1867283455613457e-11	0.008038672541813518	2.0541725569810447e-20
324	chr7:1039417-1039917	192	0.20147230631864368	0.01212744510507295	9.536184830060993e-11	4.799721973526227e-14	2.2551050295798674e-19	4.403256134356944e-16
325	chr20:20348181-20348681	88	0.1344737730671111	0.1204703219376909	6.329092740412511e-20	1.5741280967921845e-05	2.1250338445302992e-08	2.6546304113018038e-21
326	chr2:219751339-219751839	116	8.51047115100056e-06	0.059032774712345304	1.2593904066243603e-19	1.6153455500781635e-10	1.558562804693251e-13	7.903508687201176e-16
327	chr9:140045767-140046267	915	0.00949228757094194	0.002407308111409828	8.587616043814364e-11	1.7217210825729438e-12	8.752885687654029e-08	1.53322005530407e-23
328	chr1:56942644-56943144	95	0.05231989505004234	0.018454503290258894	2.329718685560721e-10	9.87790730408755e-13	5.906120736964957e-13	7.959524171009531e-25
329	chr12:5177713-5178213	112	0.06514983230778278	0.010959718016358682	6.889825764408426e-20	5.14573161008565e-16	1.2625958615798998e-05	5.91977063518382e-40
330	chr10:74044897-74045397	84	0.05864306679829055	0.35088185248785086	3.05402050448955e-20	2.3586169650487857e-14	1.572970130801163e-10	9.768354291200368e-32
331	chr11:75527480-75527980	130	0.015897261778102235	0.02277964410459762	3.942505110627165e-10	1.4829878060313292e-11	0.00015871314242998883	1.3542444297240662e-32
332	chr11:121293419-121293919	159	0.3651097260804594	0.20838090843410975	3.110126859296291e-20	3.0296664619608675e-18	3.230051790399123e-08	3.3190330439317594e-29
333	chr2:208631461-208631961	105	0.0371708231100665	0.046285703998165374	1.7475756076603748e-10	1.2910096067652284e-08	7.932594187723582e-14	1.3178519252819853e-25
334	chr11:19261936-19262436	132	0.15149620992044618	0.020154168796154844	2.329718685560721e-10	1.0684458887679308e-12	2.3976970939972434e-08	1.63769403238158e-25
335	chr10:43635876-43636376	178	7.120061090873572e-05	0.004548403793860541	0.5456808156545454	1.587518477601829e-20	0.0029984341315072833	7.287123575116218e-29
336	chr4:38764195-38764695	79	7.512213835759885e-06	4.6435779060458016e-05	2.329718685560721e-10	4.69549991097979e-11	2.1057514363831506e-07	4.024396711987776e-31
337	chr12:6570108-6570608	79	0.010623864663042788	0.009140486183888153	0.5456808156545454	9.779587678474687e-13	0.003968655916240722	6.806129895008515e-17
338	chr21:44850161-44850661	109	0.00949228757094194	0.006046246014704199	3.942505110627165e-10	1.5130391563663743e-05	8.46990287735006e-16	4.417889750009452e-28
339	chr2:128617232-128617732	77	0.0011198891375747376	0.009140486183888153	0.5456808156545454	4.2067155353533236e-15	0.0013721330627347473	6.217082479768607e-23
340	chr8:54931037-54931537	95	0.0009176214242620599	0.0001488581441951612	6.329092740412555e-20	5.2720753136789153e-17	5.133262609391994e-07	4.35904884000814e-27
341	chr15:101833251-101833751	80	1.4954204779694068e-07	1.2610918638062895e-05	3.477401968034322e-10	3.0974388626269126e-15	0.00016347225275020492	1.1870227414289958e-34
342	chr2:101884395-101884895	175	0.0008814817295304902	0.00017968427455510768	0.5456808156545454	2.4721389529329867e-19	4.752781558731291e-06	1.0913851795295514e-26
343	chr1:205260612-205261112	86	0.07942765823968795	0.5233739009928021	0.49140168849754784	1.2495734449628012e-13	0.0015934322197023326	7.137009769783318e-27
344	chr9:124131936-124132436	94	0.012623636394347625	0.004128337531927816	1.1708049817139582e-10	3.624915781155777e-08	9.367566405400032e-16	3.3472133854150774e-28
